Id,Name,Category,TimelineState,EventDate,CreatedAt,Tags,Metadata,UserInput,UserExperience,PhotoRefs
54a4a6d5-5d3a-47aa-b278-c9472b856026,Bruges Trip,Travel,Future,23-04-2026,23-03-2026,weekend;travel;Belgium;canals;chocolate,Info=|City=Bruges|Country=Belgium,"Planning weekend trip to ""Bruges Belgium"" next month, medieval canals and chocolate",exciting,
55644893-6103-4483-ba65-968daf635d89,Eleven Madison Park,Restaurant,Future,23-03-2027,23-03-2026,fine dining;plant-based;New York,Info=|City=New York|Country=United States|Region=New York,"Want to try restaurant ""Eleven Madison Park"" in New York next year, plant based fine dining",exciting,
3c56a4bc-6649-4aaf-9f62-1265852f04b1,Sony A7 IV camera,Electronics,Future,1/5/2026,23-03-2026,travel;photography;electronics,Info=,"Planning to buy ""Sony A7 IV camera"" in may, saving up for travel photography",saving up,
8578610a-49ad-4c78-aca0-216e446c4fff,Römerberg Taverne,Restaurant,Past,15-01-2026,23-03-2026,winter;dinner;germany;frankfurt,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Visited restaurant ""Römerberg Taverne"" in Frankfurt old town on 15-01-2026, lovely winter dinner",lovely,
c2346867-a786-4e26-9ca7-a232fed6298f,Dune Part Two,Event,Past,5/3/2025,23-03-2026,movies;cinema;Frankfurt,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Saw the movie ""Dune Part Two"" at Kinopolis Frankfurt on 05-03-2025, visually stunning",visually stunning,
04ee5f82-24cc-43e7-b534-c493422cb98b,Berlin Half Marathon,Event,Past,6/4/2025,23-03-2026,running;marathon;Berlin;personal best,Info=|City=Berlin|Country=Germany|Region=Berlin,"Completed Berlin Half Marathon on 06-04-2025, personal best time very proud",proud,
3a907d6a-0c99-402d-a8e8-e81efd675b87,Zahnarzt Dr. Klein,Event,Future,10/4/2026,23-03-2026,dentist;appointment;checkup,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Book dentist appointment at Zahnarzt Dr. Klein Frankfurt on 10-04-2026, overdue checkup",overdue,
de71f7be-37c4-40ef-9e49-b89e521d44bb,New Year's Eve trip to Vienna,Travel,Future,31-12-2026,23-03-2026,celebration;travel;austria;vienna,Info=|City=Vienna|Country=Austria,"Planning New Year's Eve trip to Vienna Austria on 31-12-2026, celebrate at Prater",exciting,
95428d1d-749b-4a26-9110-4019ba52fa60,Yoga Retreat in Rishikesh,Travel,Future,1/6/2026,23-03-2026,yoga;travel;retreat;mindfulness,Info=|City=Rishikesh|Country=India,"Booked yoga retreat 'Rishikesh India' starting 01-06-2026, two week mindfulness program",exciting,
e0b0f9a9-e5d5-43de-8e8b-a83a3e4daaab,Educated,Book,Past,14-02-2026,23-03-2026,memoir;powerful;education,Info=,"Read ""Educated"" by Tara Westover on 14-02-2026, incredibly powerful memoir",incredibly powerful,
1959c3be-2f8b-4666-928b-51382a78d632,East Mallorca Cala de Maar,Hiking Route,Present,24-03-2026,24-03-2026,hiking;coastal path;Mallorca,Info=|City=Mallorca|Country=Spain,hiking route East Mallorca Cala de Maar,stunning,
1ae09bd4-4fc4-4833-acfc-6f23b620f2a3,Zugspitze Summit,Hiking Route,Future,28-05-2026,24-03-2026,,Info=|Country=Germany|Region=Bavaria,"hiking trail ""Zugspitze Summit"" in Bavaria, challenging but rewarding planning to go on May 28, 2026",challenging,Photos/Zugspitze.jpg
963e07ba-96bd-48f1-91e7-86957a2f608a,Rheinsteig,Hiking Route,Past,24-03-2025,24-03-2026,vineyard;view;hiking;Germany;Rhine,Info=|Country=Germany,"hiking route ""Rheinsteig"" along the Rhine river, beautiful vineyard views that i went in last year same time",beautiful,
0e3d4f74-4bad-43d2-b4b6-df10132c4ff2,Watzmann Traverse,Hiking Route,Past,1/1/2024,24-03-2026,,Info=|City=Berchtesgaden|Country=Germany|Region=Bavaria,"trail ""Watzmann Traverse"" in Berchtesgaden, advanced alpine route",advanced,
a7b0fc04-767d-4df6-b954-d4dd0d3a4a36,Cinque Terre Coastal Path,Hiking Route,Future,1/6/2026,24-03-2026,summer;travel;italy;coastal views,Info=|City=Cinque Terre|Country=Italy,"hiking route ""Cinque Terre Coastal Path"" Italy, gorgeous sea views went last summer",gorgeous,
6846dbd5-3f17-41c7-a91d-6daa82b6ceae,Toubkal Summit,Hiking Route,Future,24-04-2026,24-03-2026,hiking;mountain;morocco;adventure,Info=|City=Imlil|Country=Morocco|Region=Toubkal National Park,"the trail Toubkal Summit Morocco, highest peak in North Africa going next month",exciting,
93ccfb3e-0e14-4081-ac4f-5c5fc2e58e7d,Appalachian Trail section,Hiking Route,Future,24-03-2027,24-03-2026,hiking;virginia;appalachian;adventure,Info=|City=Virginia|Country=USA,"Appalachian Trail section in Virginia USA, planning for next year",exciting,
378a63e9-28fd-4cca-9dd7-c52f399d3800,Königssee to Obersee,Hiking Route,Past,15-03-2026,24-03-2026,lake;scenery,Info=|City=Berchtesgaden|Country=Germany|Region=Bavaria,"day hike ""Königssee to Obersee"" in Berchtesgaden, magical lake scenery went on 15/03/2026",magical,
65ed92db-501f-4de9-b3e8-2b27abb5a83c,Fimmvörðuháls,Hiking Route,Future,15-08-2026,24-03-2026,Iceland;volcanic;landscape;hiking,Info=|City=Fimmvörðuháls|Country=Iceland,"hiking route ""Fimmvörðuháls"" in Iceland, volcanic landscape trail going on Aug 15, 2026",stunning,
d54529fa-b8ac-4abc-8695-0870fe1dfdf8,New Zealand South Island,Travel,Present,24-03-2026,24-03-2026,travel;New Zealand;south island,Info=|City=South Island|Country=New Zealand,New Zealand South Island - this is a breathing taking place everyone must visit..,beautiful,
db00e0bd-2ea3-4318-9904-fd2cdedf6321,Lisbon,Travel,Present,24-03-2026,24-03-2026,food;city trip;Portugal,Info=|City=Lisbon|Country=Portugal|Region=Lisbon,Lisbon Portugal - it is wonderful city trip.it has delicious food and good trams facilities.. enjoyed a lot there,wonderful,
c40442d4-0f09-4769-9c2f-1a85c372e1ab,Iceland trip for Aurora Borealis,Travel,Present,24-03-2026,24-03-2026,friends;aurora borealis;Iceland,Info=|City=Iceland|Country=Iceland,trip idea for aurora borealis,amazing,
c895a5f2-5ee2-473e-a5d0-c923629e12bf,Rothenburg ob der Tauber,Travel,Future,31-03-2026,24-03-2026,architecture;travel;germany,Info=|City=Rothenburg ob der Tauber|Country=Germany|Region=Bavaria,my next weekend destination is Rothenburg ob der Tauber. I heard it has beautiful architecture,beautiful,
011c56d2-9648-4763-b546-d16830b29973,Dubrovnik,Travel,Future,1/4/2026,24-03-2026,summer;travel;Croatia;Game of Thrones,Info=|City=Dubrovnik|Country=Croatia|Region=Dubrovnik-Neretva,Dubrovnik Croatia for summer - remind me I m planning to visit in the month of April. It is Game of Thrones filming location .. I'm super excited to visit.. can't wait,excited,
b9dda90e-dafa-4624-a547-cb2f87725a46,Tanzania safari,Travel,Future,1/6/2026,24-03-2026,safari;travel;tanzania;serengeti migration,Info=|City=Serengeti|Country=Tanzania,planning to go in the month of June - Tanzania safari,exciting,
9f61f0f2-04d2-4ab3-aa99-256bd4434cef,Solo trip to Amsterdam,Travel,Future,5/5/2026,24-03-2026,spring;travel;Netherlands;tulips,Info=|City=Amsterdam|Country=Netherlands,I'm planning to go on a solo trip to Amsterdam Netherlands.. to see the tulip fields on may 5 2026,excited,Photos/Tulip.jpeg
6f33e075-a518-49f9-8e92-c1864c6d4e96,Flights to London,Travel,Future,14-04-2026,24-03-2026,summer;travel;England,Info=|City=London|Country=United Kingdom|Region=England,"book flights for summer trip to London England on 14-04-2026, important",important,Photos/TLondon.jpeg
3c6399e4-9c82-42e5-98fe-0526e1767f6f,Travel to Meteora,Travel,Future,1/9/2026,24-03-2026,Greece;travel;monasteries;Meteora,Info=|City=Meteora|Country=Greece,travel to Meteora Greece for monasteries on top of rocks with my boyfriend in September,excited,
9aa80792-7088-4399-a4aa-88b127dcd73f,Atomic Habits,Book,Present,24-03-2026,24-03-2026,practical;inspiring;habits,Info=James Clear,"the book ""Atomic Habits"" by James Clear, very practical and inspiring",inspiring,
26df25c6-d2da-47a4-8f05-776b05c58842,Santorini,Event,Future,1/12/2026,24-03-2026,summer;Greece;Santorini;blue domes;white cliffs,Info=|City=Santorini|Country=Greece,"event for december 2026 - Santorini Greece for summer 2027, white cliffs and blue domes",exciting,
d14abc57-fb58-4157-abd8-f439bb827a62,The Alchemist,Book,Present,24-03-2026,24-03-2026,inspiring;personal growth,Info=,I read one book called The Alchemist - written by Paulo Coelho.. its a life changing book,life changing,
2fa2b92f-ea77-477e-9601-66b31a13b246,German class,Event,Future,25-03-2026,24-03-2026,,Info=,Tomorrow I have German class at 9 am,none,
e6d5c9cf-0c9b-4639-bcaf-bb507393bf00,Sapiens,Book,Present,24-03-2026,24-03-2026,history;human;non-fiction,Info=,"Remember ""Sapiens"" by Yuval Noah Harari, its is facinating human history",fascinating,
325a46a3-e221-407a-b96d-135653130953,The Psychology of Money,Book,Present,24-03-2026,24-03-2026,money;finance;psychology;book,Info=,"the book ""The Psychology of Money"" by Morgan Housel, eye opening read",eye opening,
ab1b9e8a-d1ec-4415-a74e-35aceff8fc86,The Name of the Rose,Book,Present,24-03-2026,24-03-2026,history;novel,Info=,I read the novel called The Name of the Rose by Umberto Eco .. its brillian history.,brilliant,
26e6a52b-5324-4e02-b868-4703ab87ac48,Zero to One,Book,Present,24-03-2026,24-03-2026,startup;thinking,Info=,"Zero to One by Peter Thiel, must read for startup thinking",must read,
f16bb955-17c5-47bd-bca0-6c70c292c37b,Man's Search for Meaning,Book,Present,24-03-2026,24-03-2026,philosophy;psychology;inspiration,Info=,"Remember ""Man's Search for Meaning"" by Viktor Frankl.",inspiring,
451db17f-7a09-4aeb-b4c4-a0f2ff06bac9,The Subtle Art of Not Giving a F*ck,Book,Present,24-03-2026,24-03-2026,must read;self-help;personal development,Info=,"The Subtle Art of Not Giving a F*ck by Mark Manson, its a super refreshing, must read",refreshing,
ba00a761-1dec-471b-b754-9264dbe5437a,Clean Code,Book,Present,24-03-2026,24-03-2026,software;development;programming;book,Info=,"Remind me of ""Clean Code"" by Robert C. Martin, essential for software developers",essential,
d6c9bece-2998-42e5-b790-3a0e40f45026,The Lean Startup,Book,Present,24-03-2026,24-03-2026,startup;product;thinking,Info=,"The Lean Startup by Eric Ries, good for product thinking",good,
581e4d15-b9f1-4506-9988-62b2aca6beeb,Thinking Fast and Slow,Book,Present,24-03-2026,24-03-2026,behavioral economics,Info=,"Save ""Thinking Fast and Slow"" by Daniel Kahneman, fascinating behavioral economics",fascinating,
350c2df2-f26e-49a2-9f49-37570e20159c,1984,Book,Present,24-03-2026,24-03-2026,dystopian;literature;politics,Info=,"a book ""1984"" by George Orwell, chilling and relevant",chilling,
659db0f5-09d3-4537-9f6b-0ead61c24948,XISCO Winter24,Playlist,Present,24-03-2026,24-03-2026,chill;music;Spotify,Info=,"listened playlist ""XISCO Winter24"" on Spotify, its very relaxing and chilling",relaxing,
8038e0f7-0fd2-4c38-bc88-dae3e250f7c6,Summer Vibes 2025,Playlist,Present,24-03-2026,24-03-2026,beach;summer;music,Info=,"added one song collection for beach - playlist ""Summer Vibes 2025"" on Apple Music",relaxing,
5c0740eb-dc0e-4593-943a-372ce7741ce6,Deep Focus,Playlist,Present,24-03-2026,24-03-2026,coding;focus;music,Info=,"listed this the playlist ""Deep Focus"" on Spotify, its very good",good,
29e0594f-88d4-444f-84a0-3f8112155884,Workout Beast Mode,Playlist,Present,24-03-2026,24-03-2026,gym;workout;music,Info=,"Remember ""Workout Beast Mode"" playlist on YouTube, high energy gym music",high energy,
10e29a5f-2deb-46b6-8f6a-cd2f55aeb6aa,Frankfurt Jazz Nights,Playlist,Present,24-03-2026,24-03-2026,jazz;music;Frankfurt,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Save the playlist ""Frankfurt Jazz Nights"", local jazz compilation",local,
027c04d6-87a8-46fd-934b-edc41fa439ea,Flamenco Essentials,Playlist,Present,24-03-2026,24-03-2026,flamenco;music;seville;travel,Info=|City=Seville|Country=Spain|Region=Andalusia,"Save ""Flamenco Essentials"" playlist, discovered while in Seville",essential,
757758ff-93f1-4afb-9340-d1afaa34265e,Frankfurt Marathon 2026,Event,Future,25-10-2026,24-03-2026,marathon;Frankfurt;running,Info=|City=Frankfurt|Country=Germany|Region=Hesse,planning to participate in Frankfurt Marathon 2026,excited,
f1f42970-b804-492e-a019-cc5a1c23e214,Christmas Market Nuremberg,Event,Future,1/12/2026,24-03-2026,Christmas;market;Nuremberg;Germany,Info=|City=Nuremberg|Country=Germany|Region=Bavaria,"Christmas Market Nuremberg in December, must visit this year",exciting,Photos/christmasmarket.jpg
c345d0f2-1c45-4428-9aa9-04846b62afe0,The Midnight Library,Book,Present,24-03-2026,24-03-2026,books;reading;fiction,Info=author: Matt Haig,"Currently reading the book 'The Midnight Library' by Matt Haig, really enjoying it so far",enjoying,
3226ee93-383b-486d-9315-f3c55ec5536c,Felix Braun,Contact,Present,24-03-2026,24-03-2026,networking;event,Info=tel: 01567891234,"Felix Braun tel: 01567891234, met him at the networking event today",positive,
2976b70a-1767-4b78-9812-c09d7564aea0,ginger restaurant,Restaurant,Present,24-03-2026,24-03-2026,,Info=,ginger restaurant,none,Photos/ginger.jpg
4b95bc22-0a7d-4607-b406-c3c95ef76ec2,Apfelwein Wagner,Restaurant,Present,24-03-2026,24-03-2026,german food;restaurant;frankfurt;traditional,Info=|City=Frankfurt|Country=Germany|Region=Hesse,traditional German food went last year chirsmus,traditional,Photos/apfelwein-wagner.jpg
4b7d0c04-4931-4966-b817-9253deb524fd,Neni Frankfurt,Restaurant,Present,24-03-2026,24-03-2026,tel aviv;style cuisine;favorite,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Neni Frankfurt at 25hours Hotel, Tel Aviv style cuisine one of my favorite",favorite,
b835b52e-0523-4a6f-99ea-5ebc4a46c68a,Frittenwerk,Restaurant,Past,15-03-2026,24-03-2026,street food;cologne;loaded fries,Info=|City=Cologne|Country=Germany|Region=North Rhine-Westphalia,"street food place ""Frittenwerk"" in Cologne, loaded fries specialty went on 15.03.2026",specialty,
93b56c3d-3aef-4f0d-bf34-c9d5a0b4939c,Eis Fontanella,Restaurant,Present,24-03-2026,24-03-2026,dessert;italian;ice cream,Info=|City=Mannheim|Country=Germany|Region=Baden-Württemberg,"the dessert place ""Eis Fontanella"" in Mannheim, best italian ice cream",best,
538be381-bba9-43c7-866c-aed19e949251,Zeit für Brot,Restaurant,Present,24-03-2026,24-03-2026,cinnamon rolls;bakery;dessert;germany,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"bakery ""Zeit für Brot"" in Frankfurt, amazing cinnamon rolls",amazing,Photos/zeit_fuer_brot.jpg
dc8ba4bf-8bea-4b68-ac78-872069e0e146,Hallstatt Austria,Travel,Future,1/10/2026,24-03-2026,alps;travel;austria,Info=|City=Hallstatt|Country=Austria|Region=Upper Austria,scenic alpine village planning in oct 2026,scenic,
49aeb8fc-fef1-4cc1-8aa7-a5a31e3520c1,Swiss Alps Interlaken,Travel,Future,1/9/2026,24-03-2026,travel;adventure;sports;switzerland,Info=|City=Interlaken|Country=Switzerland|Region=Canton of Bern,adventure sports hub in sep 2026,adventurous,
df9f6b21-ec07-4881-8d44-a0c7a1eec265,Budapest Hungary,Travel,Present,24-03-2026,24-03-2026,spa;thermal baths;travel;Hungary,Info=|City=Budapest|Country=Hungary,"travel destination ""Budapest Hungary"", thermal baths experience",thermal baths experience,
3d475e11-0f17-4cd6-8394-3580a680e32e,Cappadocia Turkey,Travel,Future,24-03-2027,24-03-2026,adventure;travel;turkey;hot air balloons,Info=|City=Cappadocia|Country=Turkey,"Plan to visit ""Cappadocia Turkey"" next year, hot air balloons",exciting,
3e1565ad-b81d-4e72-8f6d-1eae902c77dc,Harz National Park trails,Hiking Route,Present,24-03-2026,24-03-2026,hiking;Germany;Harz National Park,Info=|City=Harz National Park|Country=Germany|Region=Lower Saxony,"hiking route ""Harz National Park trails"" in Germany in this weekend",exciting,
b2ab51d1-c500-418d-8db5-fb8c86d25bc4,Refactoring,Book,Future,7/4/2026,24-03-2026,clean code;refactoring,Info=Martin Fowler,"the book ""Refactoring"" by Martin Fowler, important for clean code need to start with in two weeks",important,
920d769d-9280-4bf0-b057-2dd0348c22c7,Rahul Sharma,Contact,Present,24-03-2026,24-03-2026,school;friend,Info=,"contact Rahul Sharma tel: 01784561234, school friend",school friend,
f2930892-a66b-4612-96c0-edff54d80c79,Mom,Event,Future,12/5/2026,24-03-2026,,Info=,birthday reminder for Mom on 12-05-2026,birthday reminder,
8ff08697-e6b5-4af3-a978-483438c8f66e,Lake Bled Slovenia trail,Hiking Route,Present,25-03-2026,25-03-2026,hiking;lake;Slovenia;nature,Info=|City=Bled|Country=Slovenia|Region=Upper Carniola,"hiking route ""Lake Bled Slovenia trail"", peaceful lake walk",peaceful,
c8e9e71f-c343-4d31-a985-9a9d3ec01d6f,Dolomites Seceda Ridge,Hiking Route,Future,25-04-2026,25-03-2026,hiking;Dolomites;Italy,Info=|City=Seceda|Country=Italy|Region=Trentino-Alto Adige/Südtirol,"Remind me of ""Dolomites Seceda Ridge"" hike in Italy after three months",none,
d289054f-4363-47af-84a6-dab9e3565bdd,Design Patterns,Book,Present,25-03-2026,25-03-2026,design patterns;software;architecture,Info=GoF,"Design Patterns by GoF, software architecture basics",software architecture basics,
867798e3-1c21-44b5-9c88-592febe956e8,Cracking the Coding Interview,Book,Future,08-04-2026,25-03-2026,interview;preparation,Info=,prepare for interviews,Remind me of,
89fae1a7-ed9f-48c1-9e84-aadd93bfa7d6,The Phoenix Project,Book,Present,25-03-2026,25-03-2026,DevOps;reading;software,Info=,"Currently reading ""The Phoenix Project"", DevOps concepts today.",DevOps concepts,
25a7b236-cfac-452f-ac6c-85a633a57db6,Coffee at Home,Event,Present,25-03-2026,25-03-2026,coffee;home,Info=,currently drinking coffee at home,nice,
5853df5d-5883-4f21-9f33-f28395d236a7,Domain-Driven Design,Book,Future,25-04-2026,25-03-2026,reading;books;domain-driven design,Info=,"Want to read ""Domain-Driven Design"" next month",exciting,
97d3dc05-326d-4476-a6cf-ad97da7fbb81,Practice Coding Problems,Event,Future,25-04-2026,25-03-2026,coding;practice;daily,Info=,Remind me to practice coding problems daily,motivational,
84419ae5-028d-4e2b-94ad-123f0ae54dab,Anita Verma,Contact,Present,25-03-2026,25-03-2026,cousin;contact,Info=tel: 01522334455|City=Berlin|Country=Germany|Region=Berlin,"Remember contact 'Anita Verma' tel: 01522334455, cousin in Berlin",neutral,
dc8faa47-dc28-497a-bb4c-a2a6c3d25fa3,Call Parents,Event,Present,25-03-2026,25-03-2026,,Info=,Remind me to call my parents this Sunday evening,important,
a26354e5-2aab-4624-9282-12ccf0b56c8d,family trip to Kerala,Travel,Future,01-12-2026,25-03-2026,family;trip;Kerala;India,Info=|City=Kerala|Country=India,"Plan family trip to ""Kerala India"" next winter",exciting,
58733571-5f76-4eb2-a2bd-4ec0dd09cef0,Met friend Arjun,Event,Past,18-03-2026,25-03-2026,friend;meetup,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"Met friend ""Arjun"" in Frankfurt last weekend, nice meetup",nice,
27023811-2ca0-4d66-a4cb-368f70f94673,Michael Schmidt,Contact,Present,25-03-2026,25-03-2026,contact;AWS,Info=tel: 069123456;consultant|City=Frankfurt|Country=Germany|Region=Hesse,"Michael Schmidt tel: 069123456, AWS consultant",none,
fd3c21d7-74d8-48f7-8188-794c077b642b,Laura Becker,Contact,Present,25-03-2026,25-03-2026,contact;HR;recruiter,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"email: laura.becker@example.com, HR recruiter",helpful,
841d2673-71f1-4310-93c2-c94a644c880f,David Kim,Contact,Future,26-03-2026,25-03-2026,DevOps;LinkedIn;networking,Info=|City=Frankfurt|Country=Germany|Region=Hesse,"LinkedIn connection, DevOps engineer",important connection,
f31bf74e-530a-40f4-a8be-2db93a1026dd,Stefan Müller,Contact,Present,25-03-2026,25-03-2026,,"Info=tel: 01599887766, landlord|City=Frankfurt|Country=Germany|Region=Hesse","Save contact 'Stefan Müller' tel: 01599887766, landlord",neutral,
f5f23fc5-4f13-4c99-b6ce-dd08d9f62154,Sophie Klein,Contact,Past,24-03-2026,25-03-2026,tech;meetup;frontend developer,Info=frontend developer|City=Frankfurt|Country=Germany|Region=Hesse,"Met Sophie Klein at tech meetup yesterday, frontend developer",nice,
cebd3308-8268-424d-bf57-31495e2c8513,Focus Coding Mix 2026,Playlist,Present,25-03-2026,25-03-2026,,Info=,"Remember playlist ""Focus Coding Mix 2026"" on Spotify",none,
a2c0de55-88de-410c-aa65-ba637f68c95e,Gym Motivation Beats,Playlist,Present,25-03-2026,25-03-2026,,Info=,"Save playlist ""Gym Motivation Beats""",high energy,
d4b5d6db-5cc8-4502-a295-645afe5d07ae,Evening Relax Piano,Playlist,Present,25-03-2026,25-03-2026,relax;music;piano,Info=,"Evening Relax Piano, calm music",calm,
bcc987f9-9515-476b-aebb-73f19d401639,Interstellar,Movie,Past,25-02-2026,25-03-2026,movies;science fiction,Info=,"Watched movie ""Interstellar"" last month, mind blowing",mind blowing,
